,assoc,values
115,they buy,bank new york mellon corp increased holdings shares ppl 69.7 2nd quarter .
116,they buy,luminus management llc increased holdings shares ppl 180.4 2nd quarter .
117,they buy,caisse de depot et placement du quebec increased holdings shares ppl 22.8 2nd quarter .
118,they buy,finally millennium management llc increased holdings shares ppl 54.1 2nd quarter .
119,they buy,us capital advisors brokers raise earnings estimates kinder morgan inc nyse kmi noble co. plc forecasted earn q3 2018 earnings 0.50 per share ne zacks investment research lowered shares ppl nyse ppl buy rating hold rating report published tuesday october 9th .
120,they buy,deutsche bank cut ppl buy rating hold rating research note wednesday august 8th .
121,they sell,two equities research analysts rated stock sell rating six assigned hold rating five given buy rating stock .
122,they sell,group sell-side analysts forecast ppl post 2.34 eps current year .
123,they buy,renaissance technologies llc increased stake ppl 732.4 2nd quarter .
124,they buy,gradient investments llc increased position shares ppl 6.3 third quarter .
125,they buy,baird financial group inc. increased position shares ppl 2.7 second quarter .
126,they buy,redpoint investment management pty ltd increased holdings ppl 8.6 2nd quarter .
127,they buy,finally first command financial services inc. increased holdings ppl 103.9 2nd quarter .
128,they sell,"read discount rate affect economy viewcount type=a id=1095875 get free copy zacks research report ppl ppl information research offerings zacks investment research visit zacks.com keyword ppl nyse ppl ppl utilitie,69351t10 downgrade zacks investment researchratings:3,11 nyse pplrefreshed2 receive news ratings ppl daily enter email address receive concise daily summary latest news analysts ratings ppl related companies marketbeat.com free daily email newsletter ."
129,they buy,zacks investment research lowered shares ppl buy rating hold rating report tuesday october 9th .
130,they sell,valuengine raised ppl strong sell rating sell rating research note saturday october 6th .
131,they sell,two analysts rated stock sell rating six given hold rating five assigned buy rating stock .
132,they buy,3.65 million position duke energy corp nyse duk realpage inc rp expected post quarterly sales 221.12 million united capital management ks inc. bought new position ppl corp nyse ppl 3rd quarter according recent filing sec .
133,they buy,"institutional investor bought 9,630 shares utilities provider stock valued approximately 286,000 ."
134,they sell,hedge funds institutional investors also recently bought sold shares company .
135,they buy,zacks investment research upgraded shares ppl hold rating buy rating set 34.00 price objective stock research report wednesday september 12th .
136,they buy,deutsche bank cut shares ppl buy rating hold rating research report wednesday august 8th .
137,they sell,two research analysts rated stock sell rating six given hold rating five given buy rating company stock .
