,assoc,values
46,they sell,"shares sold average price 148.40 total transaction 994,280.00 ."
47,they sell,"last three months insiders sold 114,885 shares company stock valued 17,369,786 ."
48,they buy,ubs group lifted target price shares ecolab 165.00 180.00 gave stock buy rating research report tuesday october 2nd .
49,they buy,zacks investment research raised shares ecolab hold rating buy rating set 176.00 target price company research report wednesday october 10th .
50,they buy,valuengine raised shares ecolab hold rating buy rating research report friday september 7th .
51,they buy,barclays lifted target price shares ecolab 150.00 165.00 gave stock overweight rating research report wednesday .
52,they buy,eight equities research analysts rated stock hold rating eleven issued buy rating company stock .
53,they buy,stock presently average rating buy average target price 150.81 .
54,they sell,"blb b advisors llc sells 5,303 shares kinder morgan inc kmi schwab us small-cap etf scha shares sold blb b advisors llc ecolab nyse ecl price objective cut nomura 153.00 150.00 research note published tuesday october 16th ."
55,they buy,ubs group boosted target price ecolab 165.00 180.00 gave company buy rating research note tuesday october 2nd .
56,they sell,zacks investment research lowered ecolab hold rating sell rating research note tuesday july 24th .
57,they sell,jpmorgan chase co. upgraded ecolab underweight rating neutral rating research note wednesday august 1st .
58,they buy,valuengine upgraded ecolab hold rating buy rating research note friday september 7th .
59,they buy,finally canaccord genuity set 160.00 price objective ecolab gave company buy rating research note tuesday july 24th .
60,they buy,eight equities research analysts rated stock hold rating eleven issued buy rating company stock .
61,they buy,stock presently average rating buy average target price 150.81 .
62,they sell,"related news director victoria reich sold 6,700 shares stock transaction dated thursday august 9th ."
63,they sell,"stock sold average price 148.40 total transaction 994,280.00 ."
64,they sell,"also evp roberto inchaustegui sold 10,600 shares stock transaction dated thursday august 2nd ."
65,they sell,"shares sold average price 145.71 total value 1,544,526.00 ."
66,they sell,"insiders sold total 114,885 shares company stock valued 17,369,786 last quarter ."
67,they buy,rci hospitality nasdaq rick lowered hold zacks investment research zacks investment research upgrades concho resources cxo buy aperio group llc grew position ecolab inc. nyse ecl 4.8 3rd quarter according recent filing securities exchange commission sec .
68,they sell,"news evp michael a. hickey sold 32,468 shares business stock transaction occurred thursday september 13th ."
69,they sell,"stock sold average price 155.80 total value 5,058,514.40 ."
70,they sell,"also director arthur j. higgins sold 8,700 shares business stock transaction occurred monday august 27th ."
71,they sell,"shares sold average price 149.76 total value 1,302,912.00 ."
72,they sell,"insiders sold total 114,885 shares company stock valued 17,369,786 last quarter ."
73,they buy,barclays boosted price target ecolab 150.00 165.00 gave company overweight rating research note wednesday .
74,they buy,zacks investment research downgraded ecolab buy rating hold rating research note thursday october 11th .
75,they buy,boenning scattergood reaffirmed buy rating shares ecolab research note tuesday july 31st .
76,they buy,issued buy rating 123.00 target price stock .
77,they buy,eight equities research analysts rated stock hold rating eleven assigned buy rating company stock .
78,they buy,ecolab presently consensus rating buy average target price 150.81 .
79,they buy,"australiansuper pty ltd bought new stake shares ecolab second quarter worth 147,206,000 ."
80,they sell,"news evp larry l. berger sold 9,317 shares business stock transaction dated monday september 10th ."
81,they sell,"stock sold average price 153.65 total transaction 1,431,557.05 ."
82,they sell,"also evp michael a. hickey sold 32,468 shares business stock transaction dated thursday september 13th ."
83,they sell,"stock sold average price 155.80 total value 5,058,514.40 ."
84,they sell,"last quarter insiders sold 114,885 shares company stock worth 17,369,786 ."
85,they buy,edgewood management llc increased stake shares ecolab 2.6 second quarter .
86,they buy,bank new york mellon corp increased stake shares ecolab 84.9 second quarter .
87,they buy,caisse de depot et placement du quebec increased stake shares ecolab 17.3 second quarter .
88,they buy,amundi pioneer asset management inc. increased stake shares ecolab 30.3 first quarter .
89,they buy,finally morgan stanley increased stake shares ecolab 36.1 second quarter .
90,they sell,"ecolab news director arthur j. higgins sold 8,700 shares firm stock transaction occurred monday august 27th ."
91,they sell,"shares sold average price 149.76 total value 1,302,912.00 ."
92,they sell,"insiders sold 114,885 shares company stock worth 17,369,786 last 90 days ."
93,they buy,gyroscope capital management group llc increased position ecolab 19.5 third quarter .
94,they buy,motley fool asset management llc increased position ecolab 13.6 second quarter .
95,they buy,finally smithbridge asset management inc. de increased position ecolab 1.9 second quarter .
96,they sell,"ecolab news evp roberto inchaustegui sold 10,600 shares firm stock transaction dated thursday august 2nd ."
97,they sell,"shares sold average price 145.71 total value 1,544,526.00 ."
98,they sell,"also evp michael a. hickey sold 32,468 shares firm stock transaction dated thursday september 13th ."
99,they sell,"shares sold average price 155.80 total transaction 5,058,514.40 ."
100,they sell,"last three months insiders sold 114,885 shares company stock worth 17,369,786 ."
101,they buy,ubs group raised price target shares ecolab 165.00 180.00 gave stock buy rating research report tuesday october 2nd .
102,they buy,zacks investment research raised shares ecolab hold rating buy rating set 176.00 price target stock research report wednesday october 10th .
103,they buy,valuengine raised shares ecolab hold rating buy rating research report friday september 7th .
104,they buy,barclays raised price target shares ecolab 150.00 165.00 gave stock overweight rating research report wednesday .
105,they buy,eight research analysts rated stock hold rating eleven assigned buy rating company stock .
106,they buy,stock currently average rating buy consensus target price 150.81 .
107,they buy,braun bostich associates inc. increased holdings ecolab 487.7 2nd quarter .
108,they buy,"squar milner financial services llc bought new position shares ecolab 2nd quarter worth 126,000 ."
109,they buy,"flagship harbor advisors llc bought new position shares ecolab 2nd quarter worth 139,000 ."
110,they buy,"lejeune puetz investment counsel llc bought new position shares ecolab 2nd quarter worth 154,000 ."
111,they buy,"finally franklin street advisors inc. nc bought new position shares ecolab 3rd quarter worth 209,000 ."
112,they sell,"ecolab news evp roberto inchaustegui sold 10,600 shares ecolab stock transaction occurred thursday august 2nd ."
113,they sell,"shares sold average price 145.71 total transaction 1,544,526.00 ."
114,they sell,"also director victoria reich sold 6,700 shares ecolab stock transaction occurred thursday august 9th ."
115,they sell,"shares sold average price 148.40 total transaction 994,280.00 ."
116,they sell,"last three months insiders sold 114,885 shares company stock worth 17,369,786 ."
117,they buy,ubs group increased price target shares ecolab 165.00 180.00 gave company buy rating research report tuesday october 2nd .
118,they sell,jpmorgan chase co. raised shares ecolab underweight rating neutral rating research report wednesday august 1st .
119,they buy,valuengine raised shares ecolab hold rating buy rating research report friday september 7th .
120,they sell,finally zacks investment research cut shares ecolab hold rating sell rating research report tuesday july 24th .
121,they buy,eight investment analysts rated stock hold rating eleven given buy rating stock .
122,they buy,company presently consensus rating buy average price target 150.81 .
123,they buy,cerner co. nasdaq cern shares bought cullinan associates inc .
124,they buy,sky investment group llc lowers position newell brands inc nyse nwl trust co. vermont increased stake shares ecolab inc. nyse ecl 3.2 3rd quarter according company recent filing securities exchange commission .
125,they sell,"news evp michael a. hickey sold 32,468 shares stock transaction occurred thursday september 13th ."
126,they sell,"shares sold average price 155.80 total value 5,058,514.40 ."
127,they sell,"also evp larry l. berger sold 9,317 shares stock transaction occurred monday september 10th ."
128,they sell,"shares sold average price 153.65 total transaction 1,431,557.05 ."
129,they sell,"last quarter insiders sold 114,885 shares company stock valued 17,369,786 ."
130,they buy,ubs group upped price target shares ecolab 165.00 180.00 gave stock buy rating research report tuesday october 2nd .
131,they sell,zacks investment research downgraded shares ecolab hold rating sell rating research report tuesday july 24th .
132,they sell,jpmorgan chase co. upgraded shares ecolab underweight rating neutral rating research report wednesday august 1st .
133,they buy,finally valuengine upgraded shares ecolab hold rating buy rating report friday september 7th .
134,they buy,eight equities research analysts rated stock hold rating eleven assigned buy rating stock .
135,they buy,ecolab presently average rating buy consensus target price 150.81 .
136,they buy,"zacks analysts expect mastec inc. mtz announce 1.22 eps analog devices inc. adi shares bought trust co. vermont baldwin brothers inc. grew holdings shares ecolab inc. nyse ecl 2,080.2 3rd quarter according company recent 13f filing securities exchange commission ."
137,they buy,boenning scattergood reaffirmed buy rating shares ecolab research note tuesday july 31st .
138,they buy,barclays boosted price target shares ecolab 150.00 165.00 gave company overweight rating research report wednesday .
139,they sell,zacks investment research cut shares ecolab hold rating sell rating research report tuesday july 24th .
140,they sell,finally jpmorgan chase co. cut shares ecolab neutral rating underweight rating research report thursday june 28th .
141,they buy,eight investment analysts rated stock hold rating eleven issued buy rating company stock .
142,they buy,ecolab currently average rating buy average price target 150.81 .
143,they sell,large investors recently bought sold shares business .
144,they sell,"also evp michael a. hickey sold 32,468 shares ecolab stock transaction occurred thursday september 13th ."
145,they sell,"shares sold average price 155.80 total transaction 5,058,514.40 ."
146,they sell,"insiders sold 114,885 shares company stock valued 17,369,786 last 90 days ."
147,they sell,jpmorgan chase co. downgraded shares ecolab neutral rating underweight rating research report thursday june 28th .
148,they buy,nomura increased price target ecolab 136.00 146.00 gave company neutral rating research note thursday june 28th .
149,they sell,zacks investment research lowered shares ecolab hold rating sell rating report tuesday july 24th .
150,they buy,canaccord genuity set 160.00 price target ecolab gave stock buy rating research report tuesday july 24th .
151,they buy,finally boenning scattergood restated buy rating shares ecolab report tuesday july 31st .
152,they buy,eight analysts rated stock hold rating eleven assigned buy rating company .
153,they buy,stock average rating buy consensus target price 150.81 .
154,they sell,"news evp roberto inchaustegui sold 10,600 shares company stock transaction dated thursday august 2nd ."
155,they sell,"shares sold average price 145.71 total transaction 1,544,526.00 ."
156,they sell,"also evp michael a. hickey sold 32,468 shares company stock transaction occurred thursday september 13th ."
157,they sell,"stock sold average price 155.80 total value 5,058,514.40 ."
158,they sell,"last ninety days insiders sold 114,885 shares company stock worth 17,369,786 ."
159,they sell,zacks investment research lowers gannett gci sell polaris industries nyse pii price target cut 112.00 shares ecolab inc. nyse ecl recorded 1.65 gain trading session october 25th 2018. script traded low 148.34 last traded 150.10 .
160,they sell,company spent 2.16 billion trying sell products last quarter result yielding gross income 1.53 billion .
161,they sell,"related news evp pres global inst hickey michael sold 32,468 shares company stock transaction recorded september 13th 2018. sale performed average price 155.80 total value 5,058,579. sale deal closes evp cto hickey michael sold 9,317 shares company stock valued 1,431,576. also evp pres global ent eff mulhere timothy p sold 9,800 shares company stock deal recorded september 6th 2018. shares sold average price 152.59 per share total market value 19,682. following completion acquisition evp pres energy services holds 11,800 shares company stock valued 1,772,997. last 6 months insiders changed ownership shares company stock 0.40 ."
162,they buy,7 22 analysts covering stock rated buy 10 maintained hold recommendation ecolab inc. stock .
163,they sell,0 analysts assigned sell rating ecl stock .
164,they buy,zacks investment research lowered shares ecolab nyse ecl buy rating hold rating research note released thursday october 11th .
165,they sell,jpmorgan chase co. downgraded ecolab neutral rating underweight rating research report thursday june 28th .
166,they buy,boenning scattergood reissued buy rating shares ecolab research report tuesday july 31st .
167,they buy,finally canaccord genuity set 160.00 target price ecolab gave company buy rating research report tuesday july 24th .
168,they buy,eight equities research analysts rated stock hold rating eleven assigned buy rating stock .
169,they buy,stock presently consensus rating buy consensus price target 150.81 .
170,they sell,"related news evp roberto inchaustegui sold 10,600 shares ecolab stock transaction dated thursday august 2nd ."
171,they sell,"stock sold average price 145.71 total value 1,544,526.00 ."
172,they sell,"also director arthur j. higgins sold 8,700 shares ecolab stock transaction dated monday august 27th ."
173,they sell,"stock sold average price 149.76 total value 1,302,912.00 ."
174,they sell,"insiders sold 114,885 shares company stock valued 17,369,786 last 90 days ."
175,they sell,"see also outstanding shares different authorized shares viewcount type=a id=1097625 get free copy zacks research report ecolab ecl information research offerings zacks investment research visit zacks.com keyword ecolab nyse ecl ecl basic material,27886510 downgrade zacks investment researchratings:4,17 nyse eclrefreshed2 receive news ratings ecolab daily enter email address receive concise daily summary latest news analysts ratings ecolab related companies marketbeat.com free daily email newsletter ."
176,they buy,currently overweight rating basic materials company stock .
177,they buy,boenning scattergood reaffirmed buy rating shares ecolab research note tuesday july 31st .
178,they sell,zacks investment research downgraded shares ecolab hold rating sell rating research note tuesday july 24th .
179,they sell,jpmorgan chase co. downgraded shares ecolab neutral rating underweight rating research note thursday june 28th .
180,they buy,eight investment analysts rated stock hold rating eleven assigned buy rating company stock .
181,they buy,company consensus rating buy consensus target price 150.81 .
182,they sell,"ecolab news evp christophe beck sold 25,500 shares business stock transaction friday august 10th ."
183,they sell,"shares sold average price 147.83 total transaction 3,769,665.00 ."
184,they sell,"also evp roberto inchaustegui sold 10,600 shares business stock transaction thursday august 2nd ."
185,they sell,"shares sold average price 145.71 total transaction 1,544,526.00 ."
186,they sell,"insiders sold 114,885 shares company stock worth 17,369,786 last quarter ."
187,they sell,number hedge funds recently bought sold shares ecl .
188,they buy,"accredited investors inc. bought new position shares ecolab third quarter worth 351,000 ."
189,they buy,"colony group llc bought new position ecolab 2nd quarter worth 211,000 ."
190,they buy,"royal london asset management ltd. bought new position ecolab 2nd quarter worth 26,888,000 ."
191,they buy,"finally landmark bank bought new position ecolab 2nd quarter worth 1,195,000 ."
192,they sell,jpmorgan chase co. downgraded ecolab neutral rating underweight rating research note thursday june 28th .
193,they sell,zacks investment research downgraded ecolab hold rating sell rating research note tuesday july 24th .
194,they buy,canaccord genuity set 160.00 price objective ecolab gave stock buy rating research note tuesday july 24th .
195,they buy,finally boenning scattergood restated buy rating shares ecolab research note tuesday july 31st .
196,they buy,eight investment analysts rated stock hold rating eleven assigned buy rating company stock .
197,they buy,ecolab currently average rating buy consensus target price 150.81 .
198,they sell,"news evp michael a. hickey sold 32,468 shares company stock transaction thursday september 13th ."
199,they sell,"stock sold average price 155.80 total value 5,058,514.40 ."
200,they sell,"also evp roberto inchaustegui sold 10,600 shares company stock transaction thursday august 2nd ."
201,they sell,"shares sold average price 145.71 total value 1,544,526.00 ."
202,they sell,"insiders sold total 114,885 shares company stock valued 17,369,786 last quarter ."
203,they buy,ubs group raised target price ecolab 165.00 180.00 gave stock buy rating research report tuesday october 2nd .
204,they buy,valuengine raised ecolab hold rating buy rating research report friday september 7th .
205,they buy,canaccord genuity set 160.00 target price ecolab gave stock buy rating research report tuesday july 24th .
206,they buy,boenning scattergood reaffirmed buy rating shares ecolab research report tuesday july 31st .
207,they buy,finally zacks investment research raised ecolab hold rating buy rating set 176.00 target price company research report wednesday october 10th .
208,they buy,eight equities research analysts rated stock hold rating eleven given buy rating company .
209,they buy,stock consensus rating buy consensus price target 150.81 .
210,they buy,bank new york mellon corp increased position ecolab 84.9 second quarter .
211,they buy,"oppenheimerfunds inc. increased position ecolab 11,817.2 second quarter ."
212,they buy,morgan stanley increased position ecolab 36.1 second quarter .
213,they buy,finally caisse de depot et placement du quebec increased position ecolab 17.3 second quarter .
214,they buy,ecolab news director david maclennan bought 500 shares stock transaction dated thursday august 2nd .
215,they buy,"stock bought average cost 146.40 per share total transaction 73,200.00 ."
216,they sell,"also director victoria reich sold 6,700 shares firm stock transaction thursday august 9th ."
217,they sell,"shares sold average price 148.40 total value 994,280.00 ."
218,they sell,"last three months insiders sold 114,885 shares company stock valued 17,369,786 ."
219,they sell,several institutional investors also recently bought sold shares ecl .
220,they sell,jpmorgan chase co. upgraded ecolab underweight rating neutral rating research report wednesday august 1st .
221,they buy,ubs group lifted price objective ecolab 165.00 180.00 gave stock buy rating research note tuesday october 2nd .
222,they buy,valuengine raised ecolab hold rating buy rating research note friday september 7th .
223,they sell,finally zacks investment research lowered ecolab hold rating sell rating report tuesday july 24th .
224,they buy,eight analysts rated stock hold rating eleven given buy rating stock .
225,they buy,ecolab consensus rating buy average target price 150.81 .
226,they buy,name required mail published required investors sentiment increased 1.06 2018 q2 .
227,they sell,increased 30 investors sold ecolab inc. shares 302 reduced holdings .
228,they buy,kelly lawrence w inc ca invested 0.02 ecolab inc. nyse ecl .
229,they buy,savant ltd co invested 0.05 ecolab inc. nyse ecl .
230,they sell,brown darrell r also sold 1.77m worth ecolab inc. nyse ecl shares .
231,they sell,"8,700 shares sold higgins arthur j worth 1.30 million ."
232,they sell,shares 1.43 million sold berger larry l monday september 10. shares 5.06m sold hickey michael thursday september 13 .
233,they sell,among 9 analysts covering ecolab nyse ecl 4 buy rating 1 sell 4 hold .
234,they buy,tuesday october 2 stock rating maintained ubs buy .
235,they sell,friday june 22 stock rating downgraded j.p. morgan sell .
236,they sell,stock buy rating canaccord genuity tuesday may 1. jp morgan downgraded stock underweight rating friday june 22 report .
237,they buy,"oppenheimerfunds inc. increased position shares ecolab 11,817.2 second quarter ."
238,they buy,morgan stanley increased position shares ecolab 36.1 second quarter .
239,they buy,finally amundi pioneer asset management inc. increased position shares ecolab 30.3 first quarter .
240,they buy,barclays boosted price target ecolab 150.00 165.00 gave stock overweight rating research report wednesday .
241,they buy,issued buy rating 123.00 target price company .
242,they buy,zacks investment research cut ecolab buy rating hold rating report thursday october 11th .
243,they buy,finally ubs group upped target price ecolab 165.00 180.00 gave company buy rating report tuesday october 2nd .
244,they buy,eight investment analysts rated stock hold rating eleven issued buy rating company stock .
245,they buy,stock currently consensus rating buy consensus price target 150.81 .
246,they sell,"news evp roberto inchaustegui sold 10,600 shares stock transaction dated thursday august 2nd ."
247,they sell,"stock sold average price 145.71 total value 1,544,526.00 ."
248,they sell,"also evp michael a. hickey sold 32,468 shares stock transaction dated thursday september 13th ."
249,they sell,"shares sold average price 155.80 total value 5,058,514.40 ."
250,they sell,"last quarter insiders sold 114,885 shares company stock worth 17,369,786 ."
251,they sell,fiserv fisv corelogic nyse clgx critical survey alphabet inc nasdaq goog shares sold centre asset management llc douglas lane associates llc trimmed position ecolab inc. nyse ecl 0.5 third quarter according recent 13f filing securities exchange commission .
252,they buy,ubs group increased price objective ecolab 165.00 180.00 gave stock buy rating research note tuesday october 2nd .
253,they buy,zacks investment research raised ecolab hold rating buy rating set 176.00 price objective company research note wednesday october 10th .
254,they buy,valuengine raised ecolab hold rating buy rating research report friday september 7th .
255,they buy,barclays upped target price ecolab 150.00 165.00 gave stock overweight rating research report wednesday .
256,they buy,eight equities research analysts rated stock hold rating eleven assigned buy rating company stock .
257,they buy,stock average rating buy consensus price target 150.81 .
258,they buy,boenning scattergood reiterated buy rating shares ecolab research note tuesday july 31st .
259,they sell,zacks investment research downgraded shares ecolab hold rating sell rating research note tuesday july 24th .
260,they sell,jpmorgan chase co. downgraded shares ecolab neutral rating underweight rating research note thursday june 28th .
261,they buy,eight research analysts rated stock hold rating eleven assigned buy rating stock .
262,they buy,company presently average rating buy average price target 149.88 .
263,they sell,"related news evp roberto inchaustegui sold 10,600 shares company stock transaction thursday august 2nd ."
264,they sell,"shares sold average price 145.71 total value 1,544,526.00 ."
265,they buy,"stock bought average cost 146.40 per share total transaction 73,200.00 ."
266,they sell,"insiders sold 114,885 shares company stock valued 17,369,786 last 90 days ."
267,they sell,jpmorgan chase co. cut shares ecolab neutral rating underweight rating research note thursday june 28th .
268,they sell,zacks investment research cut shares ecolab hold rating sell rating research note tuesday july 24th .
269,they buy,canaccord genuity set 160.00 price target shares ecolab gave stock buy rating research note tuesday july 24th .
270,they buy,finally boenning scattergood reiterated buy rating shares ecolab research note tuesday july 31st .
271,they buy,eight analysts rated stock hold rating eleven assigned buy rating company stock .
272,they buy,ecolab presently consensus rating buy average price target 149.88 .
273,they sell,"news evp roberto inchaustegui sold 10,600 shares firm stock transaction thursday august 2nd ."
274,they sell,"shares sold average price 145.71 total transaction 1,544,526.00 ."
275,they sell,"insiders sold total 114,885 shares company stock worth 17,369,786 last 90 days ."
276,they sell,several hedge funds institutional investors also recently bought sold shares ecl .
277,they sell,"news evp roberto inchaustegui sold 10,600 shares ecolab stock transaction occurred thursday august 2nd ."
278,they sell,"shares sold average price 145.71 total value 1,544,526.00 ."
279,they sell,"insiders sold total 114,885 shares company stock worth 17,369,786 last 90 days ."
280,they buy,ubs group increased price objective shares ecolab 165.00 180.00 gave stock buy rating report tuesday october 2nd .
281,they buy,zacks investment research raised shares ecolab hold rating buy rating set 176.00 price objective stock report wednesday october 10th .
282,they buy,valuengine raised shares ecolab hold rating buy rating research note friday september 7th .
283,they buy,eight analysts rated stock hold rating eleven assigned buy rating stock .
284,they buy,stock average rating buy consensus target price 149.88 .
285,they buy,ligand pharmaceuticals sees unusually high options volume lgnd sanlam smsey rating lowered hold deutsche bank big money sentiment ecolab inc nyse ecl q2 2018 increased 1.06 sec.gov filings reveal .
286,they sell,351 investment managers started new increased positions 332 cut sold positions ecolab inc sentiment improved .
287,they sell,30 investors sold 302 reduced holdings 267 increased stakes 84 investment managers bought stakes .
288,they buy,"q2 2018 mcdonald capital investors inc ca 9.64 invested ecolab inc. q2 2018 3.40 million shares ecolab inc owned c worldwide group holding s. furthermore talara capital management llc reported 80,382 shares ecolab inc equivalent 6.27 equity exposure ."
289,they buy,"new york-based fund two creeks capital management lp invested 5.38 active investment manager stock portfolio ecolab inc. wisconsin-based fund jacobson schmitt advisors llc holds 55,897 shares 5.19 equity exposure ."
290,they buy,ims cap mngmt invested 0.01 ecolab inc. nyse ecl .
291,they buy,quantitative management ltd liability com invested 0.14 ecolab inc. nyse ecl .
292,they buy,clearbridge invests lc invested 0.68 ecolab inc. nyse ecl .
293,they buy,"moreover gabelli funds ltd liability corporation 0.02 invested ecolab inc. nyse ecl 29,050 shs ."
294,they sell,thursday september 13 hickey michael also sold 5.06m worth ecolab inc. nyse ecl .
295,they sell,"another trade 8,700 shs valued 1.30m sold higgins arthur j. thursday september 6 mulhere timothy p sold 1.50 million worth ecolab inc. nyse ecl 9,800 shs ."
296,they sell,"insider brown darrell r sold 11,800 shs worth 1.77 million ."
297,they sell,total 8 analysts rate ecolab nyse ecl follows 3 buy 4 hold 1 sell .
298,they buy,tuesday may 1 stock buy rating canaccord genuity .
299,they buy,tuesday october 2 stock ecolab inc. nyse ecl earned buy rating ubs .
300,they buy,monday may 7 stock buy rating oppenheimer .
301,they sell,stock rating downgraded j.p. morgan sell friday june 22 .
302,they buy,"squar milner financial services llc bought new position ecolab 2nd quarter worth approximately 126,000 ."
303,they buy,"flagship harbor advisors llc bought new position ecolab 2nd quarter worth approximately 139,000 ."
304,they buy,"lejeune puetz investment counsel llc bought new position ecolab 2nd quarter worth approximately 154,000 ."
305,they sell,"news evp michael a. hickey sold 32,468 shares ecolab stock transaction occurred thursday september 13th ."
306,they sell,"shares sold average price 155.80 total value 5,058,514.40 ."
307,they sell,"also director victoria reich sold 6,700 shares ecolab stock transaction occurred thursday august 9th ."
308,they sell,"shares sold average price 148.40 total transaction 994,280.00 ."
309,they sell,"insiders sold 114,885 shares company stock worth 17,369,786 last quarter ."
310,they buy,ubs group lifted price objective shares ecolab 165.00 180.00 gave stock buy rating research note tuesday october 2nd .
311,they sell,zacks investment research downgraded shares ecolab hold rating sell rating report tuesday july 24th .
312,they sell,jpmorgan chase co. upgraded shares ecolab underweight rating neutral rating report wednesday august 1st .
313,they buy,finally valuengine upgraded shares ecolab hold rating buy rating report friday september 7th .
314,they buy,eight research analysts rated stock hold rating eleven issued buy rating company stock .
315,they buy,company presently consensus rating buy consensus price target 149.88 .
316,they buy,ubs group upped price objective ecolab 165.00 180.00 gave stock buy rating research note tuesday october 2nd .
317,they buy,valuengine upgraded ecolab hold rating buy rating research note friday september 7th .
318,they buy,canaccord genuity set 160.00 target price ecolab gave company buy rating research report tuesday july 24th .
319,they buy,boenning scattergood reaffirmed buy rating shares ecolab research report tuesday july 31st .
320,they buy,finally zacks investment research raised ecolab hold rating buy rating set 176.00 price objective stock report wednesday october 10th .
321,they buy,eight research analysts rated stock hold rating ten assigned buy rating company .
322,they buy,ecolab presently consensus rating buy average target price 151.67 .
323,they sell,"related news evp michael a. hickey sold 32,468 shares stock transaction occurred thursday september 13th ."
324,they sell,"stock sold average price 155.80 total value 5,058,514.40 ."
325,they buy,also director david maclennan bought 500 shares business stock transaction thursday august 2nd .
326,they sell,"last 90 days insiders sold 114,885 shares company stock worth 17,369,786 ."
327,they buy,name required mail published required zacks investment research downgraded shares ecolab nyse ecl buy rating hold rating report published thursday october 11th .
328,they sell,jpmorgan chase co. cut shares ecolab neutral rating underweight rating report friday june 22nd .
329,they buy,canaccord genuity set 160.00 price target shares ecolab gave stock buy rating report tuesday july 24th .
330,they buy,boenning scattergood restated buy rating shares ecolab report tuesday july 31st .
331,they buy,eight investment analysts rated stock hold rating ten given buy rating company stock .
332,they buy,stock presently consensus rating buy average target price 151.67 .
333,they sell,"ecolab news evp michael a. hickey sold 32,468 shares business stock transaction occurred thursday september 13th ."
334,they sell,"shares sold average price 155.80 total value 5,058,514.40 ."
335,they sell,"also evp roberto inchaustegui sold 10,600 shares business stock transaction occurred thursday august 2nd ."
336,they sell,"stock sold average price 145.71 total transaction 1,544,526.00 ."
337,they sell,"insiders sold total 114,885 shares company stock worth 17,369,786 last ninety days ."
