,assoc,values
60,they buy,argus lifted price target incyte 83.00 98.00 gave stock buy rating report monday february 25th .
61,they buy,finally barclays reiterated buy rating set 90.00 price target shares incyte report sunday april 14th .
62,they sell,one research analyst rated stock sell rating nine assigned hold rating twelve given buy rating one assigned strong buy rating company stock .
63,they buy,stock currently consensus rating buy average target price 91.82 .
64,they sell,"related news evp paula j. swain sold 10,000 shares business stock transaction dated friday february 1st ."
65,they sell,"shares sold average price 81.19 total value 811,900.00 ."
66,they sell,"also evp barry p. flannelly sold 1,000 shares business stock transaction dated monday january 28th ."
67,they sell,"shares sold average price 80.00 total transaction 80,000.00 ."
68,they sell,"last 90 days insiders sold 31,000 shares company stock worth 2,628,800 ."
69,they buy,dimensional fund advisors lp increased stake incyte 0.3 third quarter .
70,they buy,man group plc increased stake incyte 167.5 third quarter .
71,they buy,advisors asset management inc. increased stake incyte 33.3 third quarter .
72,they buy,finally aqr capital management llc increased stake incyte 351.2 third quarter .
73,they sell,"keyword incyte nasdaq incy incy medical,45337c10 downgrade bidaskclubratings:4,20 nasdaq incy receive news ratings incyte daily enter email address receive concise daily summary latest news analysts ratings incyte related companies marketbeat.com free daily email newsletter ."
74,they sell,cdw cdw downgraded bidaskclub note revealed clients investors 24 april bidaskscore decreased incyte nasdaq incy stock sell .
75,they buy,"since january 1 0001 1 buy 0 insider sales 33,469 activity ."
76,they buy,"moreover marathon capital management 0.46 invested company 332,046 shares ."
77,they buy,texas-based kempner capital management inc. invested 0.18 stock .
78,they sell,worsened 51 investors sold incyte corporation shares 125 reduced holdings .
79,they buy,fmr limited liability corporation invested 0 incyte corporation nasdaq incy .
80,they buy,"moreover aviva public limited company 0.03 invested incyte corporation nasdaq incy 65,769 shares ."
81,they buy,ontario canada-based royal financial bank canada invested 0.03 incyte corporation nasdaq incy .
82,they buy,majesty queen right province alberta represented alberta inv management corporation invested 0.06 incyte corporation nasdaq incy .
83,they buy,thomas j herzfeld 0.01 invested incyte corporation nasdaq incy 242 shares .
84,they buy,"royal london asset management owns 0.08 invested incyte corporation nasdaq incy 144,095 shares ."
85,they buy,"amp cap invsts ltd owns 0.02 invested incyte corporation nasdaq incy 62,575 shares ."
86,they sell,among 10 analysts covering incyte nasdaq incy 5 buy rating 0 sell 5 hold .
87,they buy,stock incyte corporation nasdaq incy buy rating given thursday january 24 gabelli .
88,they buy,guggenheim upgraded stock buy rating thursday january 3 report .
89,they buy,firm buy rating given monday february 25 argus research .
90,they sell,number institutional investors also recently bought sold shares incy .
91,they sell,bidaskclub lowered shares incyte sell rating strong sell rating research note wednesday .
92,they sell,zacks investment research lowered shares incyte hold rating strong sell rating research note wednesday january 23rd .
93,they buy,barclays reissued buy rating set 90.00 target price shares incyte research note sunday april 14th .
94,they sell,one analyst rated stock sell rating nine given hold rating twelve given buy rating one given strong buy rating stock .
95,they buy,incyte currently consensus rating buy consensus target price 91.82 .
96,they sell,"related news evp paula j. swain sold 10,000 shares incyte stock transaction friday february 1st ."
97,they sell,"shares sold average price 81.19 total value 811,900.00 ."
98,they sell,"also evp barry p. flannelly sold 1,000 shares incyte stock transaction monday january 28th ."
99,they sell,"stock sold average price 80.00 total transaction 80,000.00 ."
100,they sell,"last ninety days insiders sold 31,000 shares company stock valued 2,628,800 ."
101,they buy,immersion co. immr shares bought dimensional fund advisors lp incyte corporation incy stock price analysis giving short look one day return incyte corporation observed incy reported fall return last trading session .
102,they sell,52 week range simple technical indicator lists highest lowest price security sold preceding 52 weeks one year .
103,they sell,traders attempt avoid false signals rsi use extreme rsi values buy sell signals rsi readings 80 indicate overbought conditions rsi readings 20 indicate oversold conditions .
104,they buy,incyte nasdaq incy stock buy rating reissued research analysts cowen note issued investors monday tipranks reports .
105,they buy,barclays reissued buy rating issued 90.00 price objective shares incyte research note sunday april 14th .
106,they sell,bidaskclub downgraded incyte hold rating sell rating research note tuesday april 16th .
107,they buy,gabelli raised incyte hold rating buy rating set 105.00 price objective stock research note wednesday january 23rd .
108,they sell,one analyst rated stock sell rating nine assigned hold rating twelve assigned buy rating one given strong buy rating company stock .
109,they buy,company currently average rating buy consensus price target 91.82 .
110,they sell,"news evp paula j. swain sold 10,000 shares business stock transaction occurred friday february 1st ."
111,they sell,"stock sold average price 81.19 total transaction 811,900.00 ."
112,they sell,"also evp barry p. flannelly sold 1,000 shares business stock transaction occurred monday january 28th ."
113,they sell,"shares sold average price 80.00 total value 80,000.00 ."
114,they sell,"last ninety days insiders sold 31,000 shares company stock worth 2,628,800 ."
115,they buy,"norges bank bought new stake shares incyte fourth quarter valued approximately 186,630,000 ."
116,they buy,two sigma investments lp increased position shares incyte 88.2 fourth quarter .
117,they buy,aqr capital management llc increased position shares incyte 351.2 third quarter .
118,they buy,polar capital llp increased position shares incyte 63.9 fourth quarter .
119,they buy,"finally prudential plc bought new stake shares incyte fourth quarter valued approximately 17,584,000 ."
