,assoc,values
69,they sell,"wednesday november 28 insider spellings james jr sold 746,620 ."
70,they sell,"757,284 worth exxon mobil corporation nyse xom sold wojnar theodore j jr wednesday november 28. rosenthal david also sold 614,337 worth exxon mobil corporation nyse xom shares ."
71,they sell,"2,798 exxon mobil corporation nyse xom shares value 214,914 sold hansen neil a. corson bradley w also sold 1.09m worth exxon mobil corporation nyse xom shares ."
72,they sell,"tuesday december 11 verity john r sold 1.22 million worth exxon mobil corporation nyse xom 15,850 shares ."
73,they sell,"diligent investors llc sold 9,128 shares company stock rose 5.36 market ."
74,they buy,stock increased 0.38 0.29 last trading session reaching 76.63 .
75,they sell,"valinor management llc sold 694,185 shares company stock rose 22.38 market ."
76,they buy,"also increased holding boyd gaming corp nyse byd 146,600 shares quarter total 2.70 million shares risen stake amazon com inc nasdaq amzn ."
77,they buy,kepler capital markets set 127.91 price objective merck kgaa gave company buy rating research report monday april 1st .
78,they sell,one analyst rated stock sell rating fifteen assigned hold rating five given buy rating stock .
79,they buy,legal general group lgen stock price 1.2 insider selling notable recent pfizer inc. nyse pfe news published streetinsider.com released pfizer pfe announces fda approval ibrance treatment men hr+ her2- metastatic breast cancer streetinsider.com april 04 2019 also investorplace.com article investors buy dip mrk stock investorplace.com published april 24 2019 finance.yahoo.com published economic calendar top 5 things watch week yahoo finance april 28 2019. interesting news pfizer inc. nyse pfe released fool.com article better buy pfizer vs. abbvie motley fool published april 28 2019 well 247wallst.com news article titled apple mcdonaldâ€™s pfizer dow stocks reporting week 24/7 wall st. publication date april 28 2019 .
80,they sell,fall 42 investors sold pfe shares 792 reduced holdings .
81,they buy,employees retirement system texas 0.89 invested pfizer inc. nyse pfe 1.28m shares .
82,they buy,aviance mngmt invested 0.02 pfizer inc. nyse pfe .
83,they buy,alabama-based associated banc invested 1.89 pfizer inc. nyse pfe .
84,they buy,partnervest advisory svcs limited liability invested 0.17 pfizer inc. nyse pfe .
85,they buy,notable recent pfizer inc. nyse pfe news published investorplace.com released investors buy dip mrk stock investorplace.com april 24 2019 also streetinsider.com article pfizer pfe .
86,they buy,notable recent pfizer inc. nyse pfe news published benzinga.com released bank america hikes pfizer price target estimates citing orphan drug catalysts nyse pfe benzinga april 01 2019 also bizjournals.com article pfizer spinout springworks nets 125 million vcs glaxosmithkline new york business journal published april 01 2019 streetinsider.com published pfizer pfe receives positive chmp opinion talzenna streetinsider.com april 26 2019. interesting news pfizer inc. nyse pfe released 247wallst.com article big pharma scares short sellers 24/7 wall st. published april 26 2019 well investorplace.com news article titled investors buy dip mrk stock investorplace.com publication date april 24 2019 .
87,they buy,notable recent regeneron pharmaceuticals inc. nasdaq regn news published nasdaq.com released noteworthy thursday option activity ge regn nasdaq january 31 2019 also streetinsider.com article update inovio pharma ino reports completes enrollment immuno-oncology study glioblastoma gbm ino-5401 combination regeneron regn pd-1 inhibitor streetinsider.com published april 01 2019 nasdaq.com published investors buy dip mrk stock nasdaq april 24 2019. interesting news regeneron pharmaceuticals inc. nasdaq regn released investorplace.com article 7 companies unacceptable ceo-worker wage gaps investorplace.com published april 24 2019 well seekingalpha.com news article titled regeneron price implies opportunity seeking alpha publication date july 09 2018 .
88,they sell,worsened 51 investors sold jnj shares 851 reduced holdings .
89,they buy,"glovista invests limited invested 0.17 4,800 shares ."
90,they buy,"moreover kdi cap prns limited liability corporation 2.85 invested johnson johnson nyse jnj 65,045 shares ."
91,they buy,goelzer investment management inc invested 1.08 johnson johnson nyse jnj .
92,they buy,moreover dana invest advsr 1.47 invested johnson johnson nyse jnj .
93,they buy,nebraska-based cls invs lc invested 0.02 johnson johnson nyse jnj .
94,they sell,several institutional investors also recently bought sold shares mrk .
95,they buy,finally barrett asset management llc increased stake shares merck co. inc. 1.6 third quarter .
96,they buy,valuengine downgraded merck co. inc. buy rating hold rating research note thursday april 18th .
97,they buy,zacks investment research raised merck co. inc. hold rating buy rating set 93.00 price objective company research note monday april 1st .
98,they buy,cantor fitzgerald reaffirmed buy rating issued 95.00 price objective shares merck co. inc. research note friday march 29th .
99,they buy,finally argus upped price objective merck co. inc. 95.00 gave company buy rating research note wednesday february 20th .
100,they buy,four analysts rated stock hold rating ten given buy rating company stock .
101,they buy,company currently average rating buy average target price 80.55 .
102,they sell,average sell-side analysts predict merck co. inc. post 4.65 eps current fiscal year .
103,they sell,"merck co. inc. news vp rita a. karachun sold 64,662 shares stock transaction occurred thursday february 14th ."
104,they sell,"shares sold average price 78.96 total transaction 5,105,711.52 ."
105,they buy,"also major shareholder merck co. inc. bought 4,121,683 shares firm stock transaction monday april 8th ."
106,they sell,"insiders sold total 1,094,632 shares company stock valued 87,840,652 last three months ."
107,they sell,"opus investment management inc sold 8,000 shares company stock declined 4.08 stock markets rallied ."
108,they buy,stock increased 0.91 0.36 last trading session reaching 39.97 .
109,they buy,historical pfe news 16/03/2018 ian read btw pfe 40 years wanted noncompete 05/03/2018 fda hospira recalls hydromorphone hcl injection 09/04/2018 canada oks tecentriq metastatic non-small cell lung cancer 11/03/2018 pfe eliquis showed lower stroke rate vs rivaroxaban dabigatran 24/05/2018 health care pfizer recro weighs health care roundup 15/05/2018 u.s. fda says granted approval retacrit hospira inc pfizer company 05/03/2018 japan 2018 drug price revision ono opdivo another 24 cut 50 price cut ago mrk keytruda 11 cut pfe bavencio 12 cut agn botox 18 cut chugai rituxan 26 cut chugai herceptin 20 cut 03/04/2018 pfizer inc pfe.n says allogene receive rights co 16 pre-clinical car assets licensed cellectis servier 03/04/2018 pfizer talks p g sale consumer business though far apart price 03/04/2018 pfizer p g far apart price consumer business sale cnbc citing notable recent pfizer inc. nyse pfe news published 247wallst.com released big pharma scares short sellers 24/7 wall st. april 26 2019 also bizjournals.com article pfizer spinout springworks nets 125 million vcs glaxosmithkline new york business journal published april 01 2019 investorplace.com published investors buy dip mrk stock investorplace.com april 24 2019. interesting news pfizer inc. nyse pfe released investorplace.com article mondayâ€™s vital data pfizer canopy growth corp microsoft investorplace.com published april 22 2019 well streetinsider.com news article titled pfizer pfe announces fda approval ibrance treatment men hr+ her2- metastatic breast cancer streetinsider.com publication date april 04 2019 .
110,they sell,turned negative 42 investors sold pfe shares 792 reduced holdings .
111,they buy,north carolina-based salem counselors invested 1.4 pfizer inc. nyse pfe .
112,they buy,pennsylvania-based sei invests invested 0.27 pfizer inc. nyse pfe .
113,they buy,north point managers corp oh invested 0.05 pfizer inc. nyse pfe .
114,they buy,"ironwood investment mngmt limited liability co invested 0.63 15,662 shares ."
115,they buy,"perigon wealth mgmt limited invested 14,973 shares 0.16 stock ."
116,they buy,moreover greenwood capital assoc limited com 2.38 invested pfizer inc. nyse pfe .
117,they buy,conestoga capital ltd liability company invested 0.02 portfolio pfizer inc. nyse pfe .
118,they buy,"also increased holding oneok inc. nyse oke 14,200 shares quarter total 50,200 shares risen stake nucor corp. nyse nue ."
119,they sell,"excalibur management corp sold 8,123 shares company stock rose 5.36 market ."
120,they buy,stock increased 0.38 0.29 last trading session reaching 76.63 .
121,they buy,historical mrk news 06/03/2018 bristol-myers opdivo also approved shorter 30-minute infusions 25/05/2018 imfinzi® durvalumab significantly improves overall survival phase lll pacific trial unresectable stage lll non-small cell lung cancer 08/05/2018 oncosec medical planned trial evaluate safety efficacy combination certain patients inoperable locally advanced metastatic tnbc 23/05/2018 three ebola patients escape congo quarantine medics race control outbreak 06/04/2018 incyte merck provide update phase 3 study epacadostat combination keytruda® pembrolizumab patients unresectable metastatic melanoma 03/05/2018 moderna merck expand mrna cancer vaccines collaboration 07/03/2018 eisai merck pay 650m options 2020 13/04/2018 merck foundation calls action break lnfertility stigma africa figo 24/03/2018 immunogen presents data forward ii assessment mirvetuximab soravtansine combination pembrolizumab societ 27/03/2018 merck kgaa gets fast-track designation tepotinib japan rk capital management llc increased stake brooks automation inc brks 47.93 based latest 2018q4 regulatory filing sec .
122,they buy,"rk capital management llc bought 46,400 shares company stock rose 8.16 market ."
123,they sell,fall 37 investors sold mrk shares 660 reduced holdings .
124,they buy,notable recent merck co. inc. nyse mrk news published fool.com released better buy johnson johnson vs. merck motley fool april 06 2019 also streetinsider.com article merck mrk phase 3 keynote-062 trial evaluating keytruda met primary endpoint found superior os streetinsider.com published april 25 2019 streetinsider.com published astrazeneca azn merck mrk lynparza approved eu treatment germline brca-mutated her2-negative advanced breast cancer streetinsider.com april 10 2019. interesting news merck co. inc. nyse mrk released streetinsider.com article merck mrk completes tender offer acquire immune design imdz streetinsider.com published april 02 2019 well finance.yahoo.com news article titled economic calendar top 5 things watch week yahoo finance publication date april 28 2019 .
125,they sell,fall 19 investors sold brks shares 66 reduced holdings .
126,they buy,gemmer asset management ltd limited liability company 0 invested brooks automation inc. nasdaq brks .
127,they buy,"manufacturers life company invested 42,347 shares 0 stock ."
128,they buy,ameriprise fincl 0.01 invested brooks automation inc. nasdaq brks 1.05 million shares .
129,they buy,state wisconsin invest board invested 0.01 brooks automation inc. nasdaq brks .
130,they buy,moreover dimensional fund advisors lp 0.04 invested brooks automation inc. nasdaq brks .
131,they buy,texas permanent school fund invested 0.02 brooks automation inc. nasdaq brks .
132,they buy,"mckinley capital mgmt limited liability company delaware 0 invested brooks automation inc. nasdaq brks 1,789 shares ."
133,they buy,"moreover first manhattan com 0 invested brooks automation inc. nasdaq brks 1,820 shares ."
134,they buy,moreover utd services automobile association 0.04 invested brooks automation inc. nasdaq brks .
135,they sell,"montone william t. also sold 38,225 worth brooks automation inc. nasdaq brks shares ."
136,they sell,"shares 55,636 sold joseph jason friday november 16 ."
137,they sell,"57,041 worth brooks automation inc. nasdaq brks sold robertson lindon g monday november 5 ."
138,they sell,"5,058 shares valued 143,986 sold jarzynka david friday november 16. schwartz stephen sold 232,351 worth brooks automation inc. nasdaq brks friday november 16 ."
139,they sell,"577 shares sold pietrantoni david worth 18,326 monday november 5 ."
140,they buy,notable recent pfizer inc. nyse pfe news published investorplace.com released investors buy dip mrk stock investorplace.com april 24 2019 also seekingalpha.com article stocks watch eyes apple uber f8 avengers seeking alpha published april 27 2019 bizjournals.com published pfizer spinout springworks nets 125 million vcs glaxosmithkline new york business journal april 01 2019. interesting news pfizer inc. nyse pfe released streetinsider.com article pfizer pfe receives positive chmp opinion talzenna streetinsider.com published april 26 2019 well streetinsider.com news article titled pfizer pfe .
141,they buy,"also increased holding enbridge nyse enb 33,450 shares quarter total 161,386 shares risen stake amazon.com nasdaq amzn ."
142,they buy,notable recent pfizer inc. nyse pfe news published bizjournals.com released pfizer spinout springworks nets 125 million vcs glaxosmithkline new york business journal april 01 2019 also 247wallst.com article big pharma scares short sellers 24/7 wall st. published april 26 2019 investorplace.com published investors buy dip mrk stock investorplace.com april 24 2019. interesting news pfizer inc. nyse pfe released investorplace.com article mondayâ€™s vital data pfizer canopy growth corp microsoft investorplace.com published april 22 2019 well finance.yahoo.com news article titled economic calendar top 5 things watch week yahoo finance publication date april 28 2019 .
