,assoc,values
110,they sell,six investment analysts rated stock sell rating eight given hold rating three assigned buy rating company .
111,they buy,"news director steven t. clontz bought 8,000 shares firm stock transaction wednesday march 6th ."
112,they buy,"shares bought average cost 11.95 per share total transaction 95,600.00 ."
113,they buy,"also ceo jeffrey k. storey bought 83,000 shares firm stock transaction wednesday march 6th ."
114,they sell,price last 200 days moving increasing trend look buy opportunities shows decreasing trend price last 200 days look sell opportunities .
115,they buy,stock downgraded rating neutral eyes bofa/merrill whereas previous rating buy eyes bofa/merrill reported tuesday february 26th 2019. another heavy-hitting research note published rbc capital mkts wednesday february 20th 2019 firm downgrading ctl updated rating sector perform previous rating outperform .
116,they sell,latest market expert opinions 2 given underperform rating 2 given sell rating 1 given rating buy better .
117,they buy,"director centurylink inc. ctl bought shares transaction finalized mar 12. similarly clontz steven bought 8,000 shares organization stock 11.95 apiece racked 95,600 earnings purchase ."
118,they buy,"centurylink news ceo jeffrey k. storey bought 83,000 shares company stock transaction occurred wednesday march 6th ."
119,they buy,"also director steven t. clontz bought 8,000 shares company stock transaction occurred wednesday march 6th ."
120,they buy,zacks investment research upgraded shares centurylink hold rating buy rating set 14.00 price target stock research report wednesday march 13th .
121,they sell,citigroup downgraded shares centurylink neutral rating sell rating set 14.48 price target stock .
122,they buy,bank america downgraded shares centurylink buy rating neutral rating set 14.00 price target stock .
123,they sell,finally moffett nathanson upgraded shares centurylink sell rating neutral rating dropped price target stock 16.00 12.00 research report tuesday february 19th .
124,they sell,six equities research analysts rated stock sell rating eight assigned hold rating three assigned buy rating company stock .
125,they sell,six investment analysts rated stock sell rating eight assigned hold rating three assigned buy rating company .
126,they sell,zacks investment research cut centurylink hold rating sell rating report tuesday january 15th .
127,they sell,guggenheim cut centurylink neutral rating sell rating set 11.00 price target company .
128,they sell,citigroup cut centurylink neutral rating sell rating set 14.48 price target company .
129,they buy,finally jpmorgan chase co. cut centurylink overweight rating neutral rating decreased price target stock 27.00 14.00 report thursday february 14th .
130,they buy,"centurylink news director steven t. clontz bought 8,000 shares business stock transaction wednesday march 6th ."
131,they buy,"shares bought average cost 11.95 per share total value 95,600.00 ."
132,they buy,"also cfo indraneel dev bought 50,000 shares business stock transaction wednesday march 6th ."
133,they sell,"green square capital llc sold 20,975 shares company stock declined 35.13 stock markets rallied ."
134,they buy,historical ctl news 23/05/2018 centurylink declares quarterly cash dividend 29/05/2018 centurylink first secure certifications cisco powered cloud managed dna services worldwide 03/04/2018 centurylink takes cyber intelligence next level expanded view threatscape 06/03/2018 centurylink ceo glen post retire may effective date centurylink 2018 annual shareholders meeting 06/03/2018 centurylink says perry remain chairman board 25/04/2018 thermo investments hold 15.5m shrs centurylink current value 275 06/03/2018 centurylink ceo retire sooner expected 14/03/2018 doj oks centurylink proposed sale former level 3 assets 05/04/2018 centurylink holder temasek boosted stake 11.0 06/03/2018 centurylink ceo glen post retire may coo jeff storey take role marketwatch towercrest capital management increased stake apple inc aapl 33.62 based latest 2018q4 regulatory filing sec .
135,they buy,"towercrest capital management bought 3,351 shares company stock declined 2.81 stock markets rallied ."
136,they buy,via cnbctech investors sentiment increased 0.97 q4 2018.
137,they sell,improved 82 investors sold aapl shares 860 reduced holdings .
138,they buy,"monarch mngmt inc invested 1.4 21,933 shares ."
139,they buy,"63,271 accumulated woodstock corp. amica mutual insur company invested 2.86 139,876 shares ."
140,they buy,"peapack gladstone corporation invested 311,929 shares 2.52 stock ."
141,they buy,john g ullman assoc inc invested 0.22 portfolio apple inc. nasdaq aapl .
142,they buy,wealth planning limited co invested 2.52 portfolio apple inc. nasdaq aapl .
143,they sell,dropped 64 investors sold ctl shares 202 reduced holdings .
144,they buy,"cypress capital mngmt wy invested 0.08 2,818 shares ."
145,they buy,muoio ltd invested 0.84 portfolio centurylink inc. nyse ctl .
146,they buy,moreover financial bank montreal 0.02 invested centurylink inc. nyse ctl 1.70m shares .
147,they buy,"tradewinds mngmt limited co invested 0.02 3,274 shares ."
148,they buy,"wellington shields ltd liability corp invested 0.23 78,778 shares ."
149,they buy,"also increased holding regions financial corp new nyse rf 102,933 shares quarter total 198,176 shares risen stake ishares msci eafe etf efa ."
150,they buy,"clontz steven bought 8,000 shares worth 95,600 ."
151,they buy,"chilton kevin p. bought 2,000 shares worth 24,608 tuesday march 12 ."
152,they buy,"50,000 centurylink inc. nyse ctl shares value 587,500 bought dev indraneel ."
153,they sell,temasek holdings private ltd sold 16.00 million shares worth 254.40 million wednesday january 16 .
154,they sell,1.00 million worth centurylink inc. nyse ctl shares sold trezise scott .
155,they buy,"centurylink news director steven t. clontz bought 8,000 shares stock transaction wednesday march 6th ."
156,they buy,"also ceo jeffrey k. storey bought 83,000 shares stock transaction wednesday march 6th ."
157,they buy,ubs group downgraded shares centurylink buy rating neutral rating lowered target price company 24.00 14.00 report thursday february 14th .
158,they sell,valuengine downgraded shares centurylink sell rating strong sell rating research note thursday february 14th .
159,they sell,edward jones downgraded shares centurylink sell rating research note tuesday march 5th .
160,they buy,finally jpmorgan chase co. downgraded shares centurylink overweight rating neutral rating decreased price objective stock 27.00 14.00 research note thursday february 14th .
161,they sell,six equities research analysts rated stock sell rating eight given hold rating three issued buy rating company .
162,they buy,finally lindbrook capital llc increased stake centurylink 447.0 first quarter .
163,they sell,zacks investment research lowered centurylink hold rating sell rating research note tuesday january 15th .
164,they sell,guggenheim lowered centurylink neutral rating sell rating set 11.00 target price company .
165,they sell,citigroup lowered centurylink neutral rating sell rating set 14.48 target price company .
166,they buy,finally jpmorgan chase co. lowered centurylink overweight rating neutral rating lowered target price company 27.00 14.00 research note thursday february 14th .
167,they sell,six investment analysts rated stock sell rating eight assigned hold rating three assigned buy rating stock .
168,they sell,several hedge funds institutional investors also recently bought sold shares company .
169,they buy,millennium management llc increased holdings shares centurylink 29.8 fourth quarter .
170,they sell,citigroup cut centurylink neutral rating sell rating set 14.48 price target company .
171,they sell,guggenheim cut centurylink neutral rating sell rating set 11.00 price target company .
172,they buy,bank america cut centurylink buy rating neutral rating set 14.00 price target company .
173,they sell,finally moffett nathanson raised centurylink sell rating neutral rating reduced price target company 16.00 12.00 research report tuesday february 19th .
174,they sell,six research analysts rated stock sell rating eight given hold rating three given buy rating company .
175,they buy,"centurylink news ceo jeffrey k. storey bought 83,000 shares company stock transaction occurred wednesday march 6th ."
176,they buy,"also director steven t. clontz bought 8,000 shares company stock transaction occurred wednesday march 6th ."
177,they buy,"last ninety days insiders bought 143,000 shares company stock valued 1,698,720 ."
178,they sell,company spent 7.62 billion trying sell products last quarter result yielding gross income 1.84 billion .
179,they buy,"related news director chilton kevin p. bought 2,000 shares company stock transaction recorded march 12th 2019. purchase performed average price 12.30 total value 24,608. purchase deal closes director chilton kevin p. bought 8,000 shares company stock valued 95,600. also president ceo storey jeffrey k bought 83,000 shares company stock deal recorded march 6th 2019. shares bought average cost 11.94 per share total market value 3,476,359. following completion disposal evp cfo holds 50,000 shares company stock valued 587,500. last 6 months insiders changed ownership shares company stock 0.60 ."
180,they buy,1 16 analysts covering stock rated buy 10 maintained hold recommendation centurylink inc. stock .
181,they sell,2 analysts assigned sell rating ctl stock .
182,they sell,"kepos capital lp sold 264,830 shares company stock declined 35.13 stock markets rallied ."
183,they buy,stock increased 1.66 0.19 last trading session reaching 11.62 .
184,they sell,dropped 64 investors sold ctl shares 202 reduced holdings .
185,they buy,perigon wealth management limited invested 0.05 portfolio centurylink inc. nyse ctl .
186,they buy,mackay shields ltd liability corporation invested 0.04 centurylink inc. nyse ctl .
187,they buy,mount lucas lp invested 2.23 centurylink inc. nyse ctl .
188,they buy,"shares 95,600 bought clontz steven wednesday march 6 ."
189,they sell,"53,164 centurylink inc. nyse ctl shares value 1.00m sold trezise scott ."
190,they sell,"shares 254.40m sold temasek holdings private ltd. chilton kevin p. bought 2,000 shares worth 24,608 tuesday march 12. insider dev indraneel bought 50,000 shares worth 587,500 ."
191,they buy,"also increased holding prochemie gmbh nyse lyb 14,624 shares quarter total 77,909 shares risen stake morningstar inc nasdaq morn ."
192,they buy,"also increased holding walmart inc nyse wmt 24,255 shares quarter total 49,803 shares risen stake amazon com inc nasdaq amzn ."
