,assoc,values
23,they sell,"stock sold average price 666.64 total value 11,332,880.00 ."
24,they sell,"last ninety days insiders sold 150,995 shares company stock worth 100,997,450 ."
25,they buy,zacks investment research raised mettler-toledo international hold rating buy rating set 742.00 price objective stock report tuesday february 12th .
26,they buy,finally valuengine raised mettler-toledo international hold rating buy rating report thursday january 24th .
27,they sell,one equities research analyst rated stock sell rating four assigned hold rating two assigned buy rating stock .
28,they sell,"news director wah-hui chu sold 1,000 shares stock transaction friday march 1st ."
29,they sell,"stock sold average price 692.50 total value 692,500.00 ."
30,they sell,"also director thomas p. salice sold 1,300 shares stock transaction monday february 25th ."
31,they sell,"stock sold average price 685.50 total value 891,150.00 ."
32,they sell,"last three months insiders sold 150,995 shares company stock worth 100,997,450 ."
33,they sell,"bamco inc sold 11,238 shares company stock rose 10.82 market ."
34,they buy,stock increased 1.23 9.23 last trading session reaching 762.43 .
35,they sell,fall 27 investors sold jack shares 75 reduced holdings .
36,they buy,"zurcher kantonalbank zurich cantonalbank owns 0 invested jack box inc. nasdaq jack 2,057 shares ."
37,they buy,"louisiana state employees retirement system 0.03 invested jack box inc. nasdaq jack 6,800 shares ."
38,they buy,state treasurer state michigan invested 0.01 jack box inc. nasdaq jack .
39,they buy,freshford management lc invested 4.58 jack box inc. nasdaq jack .
40,they buy,united kingdom-based gsa capital prns limited liability partnership invested 0.05 jack box inc. nasdaq jack .
41,they buy,"moreover proshare advisors limited liability com 0 invested jack box inc. nasdaq jack 4,686 shares ."
42,they buy,also increased holding first data corp new call 2.20m shares quarter total 3.00m shares risen stake conagra brands inc nyse cag .
43,they sell,1.00 million worth mettler-toledo international inc. nyse mtd shares sold magloth christian .
44,they sell,"heidingsfelder michael also sold 3.83 million worth mettler-toledo international inc. nyse mtd tuesday february 12. filliol oliver sold 34,000 shares worth 22.59m ."
45,they sell,4.01m worth mettler-toledo international inc. nyse mtd sold de la guerroniere marc .
46,they sell,"insider maerki hans ulrich sold 2,600 shares worth 1.69m ."
47,they sell,11.19m worth mettler-toledo international inc. nyse mtd sold spoerry robert f .
48,they buy,"also increased holding 2u inc nasdaq twou 158,104 shares quarter total 2.82 million shares risen stake illumina inc nasdaq ilmn ."
49,they buy,zacks investment research raised shares mettler-toledo international hold rating buy rating set 742.00 target price stock research report tuesday february 12th .
50,they buy,finally valuengine raised shares mettler-toledo international hold rating buy rating research report thursday january 24th .
51,they sell,one analyst rated stock sell rating five assigned hold rating two assigned buy rating company .
52,they sell,"mettler-toledo international news insider christian magloth sold 1,500 shares business stock transaction wednesday february 13th ."
53,they sell,"shares sold average price 666.91 total value 1,000,365.00 ."
54,they sell,also insider gerry keller sold 250 shares business stock transaction monday february 11th .
55,they sell,"shares sold average price 664.50 total transaction 166,125.00 ."
56,they sell,"insiders sold total 150,995 shares company stock worth 100,997,450 last three months ."
57,they sell,institutional investors hedge funds recently bought sold shares company .
58,they buy,"lindbrook capital llc bought new stake shares mettler-toledo international 4th quarter worth 27,000 ."
59,they buy,"executive wealth management llc bought new stake shares mettler-toledo international 4th quarter worth 33,000 ."
60,they sell,news insider gerry keller sold 250 shares firm stock transaction occurred monday february 11th .
61,they sell,"stock sold average price 664.50 total value 166,125.00 ."
62,they sell,"also director wah-hui chu sold 1,000 shares firm stock transaction occurred friday march 1st ."
63,they sell,"shares sold average price 692.50 total value 692,500.00 ."
64,they sell,"insiders sold 150,995 shares company stock worth 100,997,450 last quarter ."
65,they buy,bank america downgraded mettler-toledo international buy rating neutral rating set 546.04 price target stock .
66,they sell,zacks investment research downgraded mettler-toledo international hold rating sell rating research report tuesday january 15th .
67,they buy,finally valuengine downgraded mettler-toledo international buy rating hold rating research report friday january 4th .
68,they sell,one research analyst rated stock sell rating five assigned hold rating two assigned buy rating company stock .
69,they sell,zacks earnings per share averages average based survey sell-side analysts provide coverage mettler-toledo international .
70,they sell,"news director thomas p. salice sold 1,300 shares company stock transaction occurred monday february 25th ."
71,they sell,"stock sold average price 685.50 total transaction 891,150.00 ."
72,they sell,"also director wah-hui chu sold 1,000 shares company stock transaction occurred friday march 1st ."
73,they sell,"shares sold average price 692.50 total value 692,500.00 ."
74,they sell,"last ninety days insiders sold 150,995 shares company stock worth 100,997,450 ."
75,they sell,several institutional investors also recently bought sold shares mtd .
76,they buy,zacks investment research upgraded shares mettler-toledo international hold rating buy rating set 742.00 price objective stock research report tuesday february 12th .
77,they buy,valuengine upgraded shares mettler-toledo international hold rating buy rating research report thursday january 24th .
78,they sell,one analyst rated stock sell rating five assigned hold rating two assigned buy rating company .
79,they sell,"mettler-toledo international news insider christian magloth sold 1,500 shares business stock transaction wednesday february 13th ."
80,they sell,"shares sold average price 666.91 total transaction 1,000,365.00 ."
81,they sell,also insider gerry keller sold 250 shares business stock transaction monday february 11th .
82,they sell,"stock sold average price 664.50 total transaction 166,125.00 ."
83,they sell,"last quarter insiders sold 150,995 shares company stock worth 100,997,450 ."
84,they sell,sell-side analysts forecast mettler-toledo international inc. post 22.67 eps current year .
85,they buy,jpmorgan chase co. increased stake shares mettler-toledo international 256.6 third quarter .
86,they buy,macquarie group ltd. increased stake shares mettler-toledo international 28.6 third quarter .
87,they buy,neuberger berman group llc increased position mettler-toledo international 19.8 third quarter .
88,they buy,nordea investment management ab increased position mettler-toledo international 6.2 third quarter .
89,they buy,finally standard life aberdeen plc increased position mettler-toledo international 13.0 third quarter .
90,they sell,"mettler-toledo international news director wah-hui chu sold 1,000 shares firm stock transaction dated friday march 1st ."
91,they sell,"stock sold average price 692.50 total transaction 692,500.00 ."
92,they sell,also insider gerry keller sold 250 shares firm stock transaction dated monday february 11th .
93,they sell,"stock sold average price 664.50 total value 166,125.00 ."
94,they sell,"last 90 days insiders sold 150,995 shares company stock worth 100,997,450 ."
95,they buy,bank america lowered mettler-toledo international buy rating neutral rating set 546.04 price objective company .
96,they sell,zacks investment research lowered mettler-toledo international hold rating sell rating research report tuesday january 15th .
97,they buy,finally valuengine lowered mettler-toledo international buy rating hold rating research report friday january 4th .
98,they sell,one equities research analyst rated stock sell rating five given hold rating two issued buy rating company stock .
99,they buy,hb fuller co ful position increased bank america corp de hemenway trust company llc decreased stake mettler toledo mtd 29.14 based latest 2018q4 regulatory filing sec .
100,they sell,hemenway trust company llc sold 553 shares company stock rose 10.82 market .
101,they buy,stock increased 0.42 3.15 last trading session reaching 744.67 .
102,they buy,"also increased holding amazon.com nasdaq amzn 2,032 shares quarter total 2,480 shares risen stake chevron nyse cvx ."
103,they sell,"11.19m worth mettler-toledo international inc. nyse mtd sold spoerry robert f. 2,600 mettler-toledo international inc. nyse mtd shares value 1.69m sold maerki hans ulrich ."
104,they sell,"filliol oliver sold 34,000 shares worth 22.59 million ."
105,they sell,shares 3.80m sold de la guerroniere marc .
106,they sell,"magloth christian sold 1,500 shares worth 1.00 million tuesday february 12. another trade 3,816 shares valued 2.31 million sold donnelly william p ."
107,they buy,investors sentiment increased 1.14 2018 q4 .
108,they sell,improved 21 investors sold mtd shares 146 reduced holdings .
109,they buy,budros ruhlin roe invested 0.13 portfolio mettler-toledo international inc. nyse mtd .
110,they buy,florida-based raymond james invested 0.02 mettler-toledo international inc. nyse mtd .
111,they buy,meritage port invested 0.81 mettler-toledo international inc. nyse mtd .
112,they sell,"889 nvidia corporation nasdaq nvda shares value 131,496 sold kress colette ."
113,they buy,zacks investment research raised shares mettler-toledo international hold rating buy rating set 742.00 target price company research report tuesday february 12th .
114,they buy,valuengine raised shares mettler-toledo international hold rating buy rating research report thursday january 24th .
115,they sell,one investment analyst rated stock sell rating six issued hold rating two given buy rating stock .
116,they sell,"mettler-toledo international news director wah-hui chu sold 1,000 shares firm stock transaction friday march 1st ."
117,they sell,"stock sold average price 692.50 total value 692,500.00 ."
118,they sell,"also director thomas p. salice sold 1,300 shares firm stock transaction monday february 25th ."
119,they sell,"shares sold average price 685.50 total value 891,150.00 ."
120,they sell,"insiders sold total 150,995 shares company stock worth 100,997,450 last three months ."
121,they buy,bio-techne corp tech shares bought palisade asset management llc pennsylvania trust co purchased new stake shares mettler-toledo international inc. nyse mtd first quarter according recent form 13f filing sec .
122,they sell,"mettler-toledo international news director wah-hui chu sold 1,000 shares company stock transaction occurred friday march 1st ."
123,they sell,"shares sold average price 692.50 total value 692,500.00 ."
124,they sell,"also director robert f. spoerry sold 35,000 shares company stock transaction occurred thursday february 21st ."
125,they sell,"stock sold average price 672.50 total transaction 23,537,500.00 ."
126,they sell,"last quarter insiders sold 150,995 shares company stock valued 100,997,450 ."
127,they buy,zacks investment research raised shares mettler-toledo international hold rating buy rating set 742.00 price objective company report tuesday february 12th .
128,they buy,valuengine raised shares mettler-toledo international hold rating buy rating report thursday january 24th .
129,they sell,one equities research analyst rated stock sell rating six given hold rating two assigned buy rating company stock .
130,they buy,"pennsylvania trust co acquires shares 5,961 mainstay definedterm municipal opptys fd mmd mar vista investment partners llc increased stake mettler mtd 5.83 based latest 2018q4 regulatory filing sec ."
131,they buy,"mar vista investment partners llc bought 6,245 shares company stock rose 10.82 market ."
132,they buy,stock increased 0.10 0.75 last trading session reaching 737.7 .
133,they sell,"somerset capital management llp sold 8,400 shares company stock declined 6.27 stock markets rallied ."
134,they buy,stock increased 0.72 2.03 last trading session reaching 282.76 .
135,they buy,merlin struck deal 5 services owned 16/05/2018 netease inc ntes.o qtrly diluted earnings per ads us 0.91 17/03/2018 china 27/04/2018 netease youdao completes first strategic funding getting firm admitted unicorn club valuation 1.1 billion 26/03/2018 beijing chinese internet technology services provider netease try maintain double-digit growth making online retail arm large core mobile games business according ceo founder william ding lei 27/03/2018 beijing one china promising internet companies netease try maintain double-digit growth making online retail arm large core mobile games business according ceo founder william ding lei 16/03/2018 merlin network agrees non-exclusive music licensing netease alibaba tencent 14/05/2018 comgest exits criteo cuts netease buys cognizant 13f 20/03/2018 netease presents new real-time sci-fi strategy title galactic frontline gdc 2018 04/05/2018 netease ceo sees third fortune vanish six months investors sentiment increased 1.14 q4 2018.
136,they sell,improved 21 investors sold mtd shares 146 reduced holdings .
137,they buy,"clearbridge invests limited liability co invested 236,692 shares 0.14 stock ."
138,they buy,moreover new amsterdam ptnrs limited liability company new york 0.09 invested mettler-toledo international inc. nyse mtd .
139,they sell,22.59 million worth mettler-toledo international inc. nyse mtd sold filliol oliver .
140,they sell,"2,600 shares sold maerki hans ulrich worth 1.69m monday december 3. donnelly william p sold 1.50 million worth mettler-toledo international inc. nyse mtd friday november 16 ."
141,they sell,"268,148 worth stock sold vadala shawn friday november 16 ."
142,they sell,"467,355 worth mettler-toledo international inc. nyse mtd sold magloth christian ."
143,they sell,"3,357 shares sold kirk simon worth 2.03m ."
