,assoc,values
72,they sell,two equities research analysts rated stock sell rating thirteen issued hold rating five given buy rating company stock .
73,they sell,reilly automotive inc orly shares sold atlanta capital management co. l l c aubrey capital management ltd increases stake cintas co. ctas brokerages expect general mills inc. nyse gis report 0.69 earnings per share eps current quarter according zacks investment research .
74,they buy,issued buy rating 49.00 price target stock .
75,they buy,wells fargo co set 46.00 price target general mills gave company buy rating research report thursday december 20th .
76,they sell,two equities research analysts rated stock sell rating thirteen assigned hold rating six assigned buy rating company .
77,they sell,"general mills news director r kerry clark sold 7,849 shares general mills stock transaction occurred friday february 1st ."
78,they sell,"stock sold average price 44.26 total value 347,396.74 ."
79,they sell,number hedge funds institutional investors also bought sold shares gis .
80,they buy,wells fargo co set 46.00 target price shares general mills gave stock buy rating research note thursday december 20th .
81,they buy,guggenheim reiterated buy rating shares general mills research note tuesday february 26th .
82,they buy,zacks investment research cut shares general mills buy rating hold rating research note monday december 10th .
83,they sell,two analysts rated stock sell rating thirteen assigned hold rating five assigned buy rating company stock .
84,they sell,"news director r kerry clark sold 7,849 shares general mills stock transaction occurred friday february 1st ."
85,they sell,"shares sold average price 44.26 total transaction 347,396.74 ."
86,they sell,"news director r kerry clark sold 7,849 shares general mills stock transaction friday february 1st ."
87,they sell,"stock sold average price 44.26 total value 347,396.74 ."
88,they buy,wells fargo co set 46.00 price target general mills gave company buy rating report thursday december 20th .
89,they buy,guggenheim reissued buy rating shares general mills report tuesday february 26th .
90,they buy,finally jefferies financial group reaffirmed buy rating issued 55.00 price objective shares general mills research note tuesday december 18th .
91,they sell,two equities research analysts rated stock sell rating thirteen issued hold rating five given buy rating company .
92,they sell,"news director r kerry clark sold 7,849 shares company stock transaction friday february 1st ."
93,they sell,"stock sold average price 44.26 total transaction 347,396.74 ."
94,they sell,"news director r kerry clark sold 7,849 shares business stock transaction occurred friday february 1st ."
95,they sell,"shares sold average price 44.26 total value 347,396.74 ."
96,they buy,jefferies financial group set 55.00 target price shares general mills gave company buy gis rating research note monday december 24th .
97,they buy,finally ubs group restated buy rating set 40.00 price target shares general mills research note friday december 14th .
98,they sell,two research analysts rated stock sell rating thirteen given hold rating five assigned buy rating stock .
99,they buy,wedbush reiterates buy rating aimmune therapeutics aimt patrick michael murphy sells 400 shares dexcom inc. dxcm stock piedmont investment advisors inc. boosted position general mills inc. nyse gis 28.8 fourth quarter according recent filing sec .
100,they buy,jefferies financial group set 55.00 target price shares general mills gave company buy gis rating report monday december 24th .
101,they buy,ubs group reaffirmed buy rating set 40.00 target price shares general mills report friday december 14th .
102,they buy,set buy rating 37.59 target price stock .
103,they buy,set buy rating 49.00 target price stock .
104,they sell,two research analysts rated stock sell rating fourteen given hold rating five issued buy rating company stock .
105,they sell,"news director r kerry clark sold 7,849 shares general mills stock transaction occurred friday february 1st ."
106,they sell,"shares sold average price 44.26 total value 347,396.74 ."
107,they buy,"acima private wealth llc bought new stake shares general mills 4th quarter worth approximately 29,000 ."
108,they buy,"one seven llc bought new position general mills 4th quarter valued approximately 30,000 ."
109,they buy,guggenheim restated buy rating shares general mills research report tuesday february 26th .
110,they buy,wells fargo co set 46.00 price target shares general mills gave company buy rating research report thursday december 20th .
111,they buy,zacks investment research cut shares general mills buy rating hold rating research report monday december 10th .
112,they sell,two investment analysts rated stock sell rating fourteen issued hold rating five given buy rating company stock .
113,they sell,"related news director r kerry clark sold 7,849 shares company stock transaction friday february 1st ."
114,they sell,"shares sold average price 44.26 total transaction 347,396.74 ."
115,they sell,"news director r kerry clark sold 7,849 shares general mills stock transaction occurred friday february 1st ."
116,they sell,"shares sold average price 44.26 total value 347,396.74 ."
117,they buy,zacks investment research lowered shares general mills buy rating hold rating report monday december 10th .
118,they buy,ubs group reissued buy rating set 40.00 price objective shares general mills report friday december 14th .
119,they buy,jefferies financial group reissued buy rating set 55.00 price objective shares general mills report tuesday december 18th .
120,they sell,two analysts rated stock sell rating fourteen given hold rating five issued buy rating stock .
121,they buy,"wedge capital management l l p nc bought new position shares general mills fourth quarter valued 33,087,000 ."
122,they buy,jefferies financial group set 55.00 price objective general mills gave company buy gis rating research note monday december 24th .
123,they buy,standpoint research cut general mills buy rating hold rating research note thursday february 21st .
124,they buy,ubs group reissued buy rating issued 40.00 target price shares general mills research note friday december 14th .
125,they sell,two investment analysts rated stock sell rating fourteen given hold rating five assigned buy rating company stock .
126,they sell,"general mills news director r kerry clark sold 7,849 shares general mills stock transaction occurred friday february 1st ."
127,they sell,"stock sold average price 44.26 total transaction 347,396.74 ."
128,they sell,"general mills news director r kerry clark sold 7,849 shares general mills stock transaction friday february 1st ."
129,they sell,"stock sold average price 44.26 total value 347,396.74 ."
130,they buy,zacks investment research lowered general mills buy rating hold rating report monday december 10th .
131,they buy,ubs group reissued buy rating set 40.00 price objective shares general mills report friday december 14th .
132,they buy,jefferies financial group reissued buy rating set 55.00 price objective shares general mills report tuesday december 18th .
133,they sell,two research analysts rated stock sell rating fourteen assigned hold rating five given buy rating company .
134,they buy,"garrison financial corp bought new position shares general mills fourth quarter worth 203,000 ."
135,they buy,"rothschild co. asset management us inc. bought new position shares general mills fourth quarter worth 15,094,000 ."
136,they sell,"news director r kerry clark sold 7,849 shares business stock transaction occurred friday february 1st ."
137,they sell,"stock sold average price 44.26 total value 347,396.74 ."
138,they buy,jefferies financial group set 55.00 price objective general mills gave company buy gis rating research note monday december 24th .
139,they buy,ubs group reissued buy rating set 40.00 price objective shares general mills research note friday december 14th .
140,they buy,set buy rating 37.59 price objective company .
141,they buy,set buy rating 49.00 price target stock .
142,they sell,two investment analysts rated stock sell rating fourteen assigned hold rating five assigned buy rating stock .
143,they sell,sell-side analysts expect general mills inc. post 3.08 earnings per share current fiscal year .
144,they sell,"related news director r kerry clark sold 7,849 shares firm stock transaction friday february 1st ."
145,they sell,"stock sold average price 44.26 total transaction 347,396.74 ."
146,they buy,jefferies financial group set 55.00 price target general mills gave stock buy gis rating report monday december 24th .
147,they buy,ubs group reissued buy rating set 40.00 price target shares general mills report friday december 14th .
148,they buy,set buy rating 37.59 price target company .
149,they buy,set buy rating 49.00 price target company .
150,they sell,two equities research analysts rated stock sell rating fourteen issued hold rating five issued buy rating company stock .
151,they sell,several institutional investors hedge funds also bought sold shares stock .
152,they buy,sandy spring bank increased stake general mills 65.1 4th quarter .
153,they buy,vaughan david investments llc il increased stake general mills 1.6 4th quarter .
154,they buy,old north state trust llc increased stake general mills 214.9 4th quarter .
155,they buy,norinchukin bank increased stake general mills 41.4 4th quarter .
156,they buy,finally wealth advisors tampa bay llc increased stake general mills 4.8 4th quarter .
157,they sell,"general mills news director r kerry clark sold 7,849 shares general mills stock transaction dated friday february 1st ."
158,they sell,"shares sold average price 44.26 total value 347,396.74 ."
159,they sell,group sell-side analysts expect general mills inc. post 3.08 earnings per share current fiscal year .
160,they sell,"sandy spring bank sells 1,240 shares sanofi sa sny pdf solutions inc. pdfs shares sold alphaone investment services llc new york state common retirement fund reduced stake general mills inc. nyse gis 1.8 4th quarter according recent 13f filing securities exchange commission ."
161,they buy,legacy financial advisors inc. increased position general mills 80.2 4th quarter .
162,they buy,cornerstone advisors inc. increased position general mills 25.4 3rd quarter .
163,they buy,finally g capital llc increased position general mills 27.8 4th quarter .
164,they sell,"news director r kerry clark sold 7,849 shares business stock transaction occurred friday february 1st ."
165,they sell,"shares sold average price 44.26 total value 347,396.74 ."
166,they buy,guggenheim reiterated buy rating shares general mills research report tuesday february 26th .
167,they buy,wells fargo co set 46.00 price objective shares general mills gave stock buy rating research report thursday december 20th .
168,they buy,zacks investment research cut shares general mills buy rating hold rating report monday december 10th .
169,they sell,two equities research analysts rated stock sell rating fourteen assigned hold rating five assigned buy rating company .
170,they sell,"avnet nyse avt shares sold investment counselors maryland llc pearl river capital llc invests 82,000 national-oilwell varco inc. nyse nov stock jensen investment management inc. raised stake general mills inc. nyse gis 11.3 fourth quarter according company recent disclosure securities exchange commission ."
171,they sell,number hedge funds also recently bought sold shares gis .
172,they sell,"related news director r kerry clark sold 7,849 shares stock transaction occurred friday february 1st ."
173,they sell,"stock sold average price 44.26 total transaction 347,396.74 ."
174,they buy,jefferies financial group set 55.00 price target general mills gave company buy gis rating research report monday december 24th .
175,they buy,finally ubs group reiterated buy rating issued 40.00 price target shares general mills research report friday december 14th .
176,they sell,two research analysts rated stock sell rating fourteen given hold rating five issued buy rating company .
177,they buy,"hamlin capital management llc bought new position shares general mills third quarter valued 48,392,000 ."
178,they sell,"general mills news director r kerry clark sold 7,849 shares business stock transaction friday february 1st ."
179,they sell,"shares sold average price 44.26 total transaction 347,396.74 ."
180,they buy,set buy rating 49.00 price objective company .
181,they buy,standpoint research lowered shares general mills buy rating hold rating research note thursday february 21st .
182,they sell,two investment analysts rated stock sell rating fourteen issued hold rating five given buy rating company .
183,they sell,hedge funds also recently bought sold shares company .
184,they buy,ironwood investment counsel llc increased holdings general mills 1.0 4th quarter .
185,they buy,northwest wealth management llc increased holdings general mills 23.1 4th quarter .
186,they buy,cornerstone advisors inc. increased holdings general mills 25.4 3rd quarter .
187,they buy,new mexico educational retirement board increased holdings general mills 0.6 3rd quarter .
188,they buy,finally lee danner bass inc. increased holdings general mills 1.3 4th quarter .
189,they buy,set buy rating 49.00 target price company .
190,they buy,standpoint research downgraded shares general mills buy rating hold rating research note thursday february 21st .
191,they sell,two equities research analysts rated stock sell rating fourteen issued hold rating five given buy rating company .
192,they sell,"related news director r kerry clark sold 7,849 shares general mills stock transaction occurred friday february 1st ."
193,they sell,"shares sold average price 44.26 total value 347,396.74 ."
